00UT, 37.2477989196777, -112.821998596191
03VA, 38.6646003723145, -77.5796966552734
05TN, 35.556999206543, -89.5529022216797
07AZ, 33.5666999816895, -112.069000244141
07CT, 41.4528999328613, -72.2496032714844
08WI, 43.0435981750488, -90.3551025390625
0Q6, 40.5220985413, -121.818000793
12JY, 40.6041984558105, -74.9207992553711
13M, 42.6041984558105, -83.8585968017578
28NC, 35.9557991027832, -79.8189010620117
2JY7, 40.615689, -75.164167
2OK3, 35.3541984558, -97.4839019775
34CA, 38.7920989990234, -121.373001098633
35JY, 40.434398651123, -74.6346969604492
4OH6, 41.0094985961914, -81.3579025268555
4PS3, 41.788417, -79.518586
4W6, 48.9901008606, -122.732002258
51MO, 37.1217002868652, -89.8476028442383
55NJ, 40.6333999633789, -74.7662963867188
59ID, 43.184833, -111.049361
5A8, 59.2826004028, -158.617996216
5KS0, 37.0945014953613, -97.9614028930664
6R4, 30.3966007233, -97.5672988892
BM-0002, 32.2698707580566, -64.8516159057617
CLG, 36.1580433385, -120.360116959
CO28, 40.0583000183105, -104.891998291016
DNGU, 12.1716995239258, 6.69610977172852
EDDL, 51.2895011901855, 6.76677989959717
F04, 32.8625984191895, -97.3780975341797
FNPA, -10.7220001220703, 13.7655000686646
FNSU, -11.1679000854492, 13.8474998474121
HUSO, 1.72768998146057, 33.6227989196777
JY03, 40.7373008728027, -75.0459976196289
JY33, 40.7394981384277, -75.1380004882812
JY42, 40.4682998657227, -75.0238037109375
K3V5, 40.5882987976, -105.041999817
K79J, 31.3087997437, -86.3937988281
KAAP, 29.7224998474121, -95.5883026123047
KABE, 40.652099609375, -75.440803527832
KABI, 32.4113006591797, -99.6819000244141
KABQ, 35.0401992797852, -106.609001159668
KABR, 45.4491004943848, -98.4217987060547
KABY, 31.5354995727539, -84.1945037841797
KACK, 41.25310135, -70.06020355
KACT, 31.6112995147705, -97.2304992675781
KACV, 40.978099822998, -124.109001159668
KACY, 39.4575996398926, -74.5772018432617
KADW, 38.8107986450195, -76.8669967651367
KAEX, 31.3274002075195, -92.5497970581055
KAFW, 32.9875984191895, -97.3188018798828
KAGC, 40.3544006347656, -79.9301986694336
KAGS, 33.3698997497559, -81.9645004272461
KAHN, 33.948600769043, -83.326301574707
KAIY, 39.3600006103516, -74.4561004638672
