09M, 33.99150275, -90.07814437, 174.87
09MA, 42.30426125, -71.50589705, 402.89
09ME, 43.34083345, -70.85472196, 259.84
09MN, 44.77995727, -95.66363409, 1060.04
09MO, 37.37837769, -93.36324826, 1209.97
09MT, 46.8333016, -108.9173765, 4350.07
09N, 41.83259446, -73.87596667, 450.13
09NC, 35.32932524, -79.03002486, 310.04
09NE, 41.33333076, -96.19363189, 1250.00
09OH, 40.34978885, -80.90508968, 1240.16
09OK, 36.35453895, -95.86388335, 700.13
09PA, 40.82700379, -77.98806042, 1779.86
09R, 30.77469729, -94.45884168, 388.12
09S, 48.84089448, -117.2839862, 2621.06
09TA, 31.16045997, -96.43746883, 450.13
09TE, 32.26680782, -97.86697626, 787.07
09TS, 29.48241904, -103.1648929, 3100.07
09TX, 30.73905174, -102.0237413, 2521.98
09VA, 36.97651774, -80.49394369, 2375.00
09WI, 44.00357343, -91.30764395, 705.05
09Y, 44.81663313, -93.01549137, 687.01
0A2, 34.09039445, -82.56790817, 517.06
0A3, 35.98531108, -85.80931932, 1083.99
0A4, 36.3637168, -82.30902493, 1549.87
0A7, 35.30761678, -82.433175, 2083.99
0A8, 32.93679178, -87.08888322, 250.98
0A9, 36.37122229, -82.17341691, 1592.85
0AK, 61.93455543, -162.8995554, 305.12
0AK0, 64.39249992, -146.8620832, 799.87
0AK1, 61.61688063, -149.3215388, 462.93
0AK2, 71.05877906, -154.7506186, 11.15
0AK3, 62.03586649, -150.4939172, 250.00
0AK5, 61.35651391, -142.7334443, 1580.05
0AK6, 61.80337463, -147.9441534, 1799.87
0AK7, 59.77606952, -150.9585138, 18.04
0AK9, 61.33255005, -150.0590529, 109.91
0AL1, 30.44388872, -87.65694425, 97.11
0AL5, 31.03222221, -87.25277782, 247.05
0AL9, 34.85000007, -87.63249993, 589.90
0AR1, 35.09467151, -93.20198312, 370.08
0AR2, 35.26675466, -90.35009936, 216.86
0AR3, 35.89896776, -93.26101139, 2160.10
0AR7, 33.95010419, -91.18122518, 149.93
0AZ1, 32.30090741, -111.3237172, 2129.92
0AZ2, 33.77805557, -113.6416666, 1930.12
0AZ4, 32.98227031, -112.287093, 1504.92
0AZ5, 33.86586607, -112.6033683, 2080.05
0B1, 44.42516673, -70.80991656, 653.87
0B2, 44.7636833, -68.76781404, 124.02
0B4, 42.60355555, -97.25263909, 1387.14
0B5, 42.5913639, -72.52275556, 355.97
0B7, 44.11672778, -72.82705843, 1470.14
0B8, 41.25130847, -72.03161091, 8.86
0C0, 42.40247235, -88.63238901, 913.06
0C1, 39.48783349, -94.78049979, 1000.00
0C2, 41.77086409, -88.7034139, 759.84
0C3, 41.48336381, -88.08339179, 634.84
0C4, 42.1138861, -96.72892481, 1354.99
0C5, 43.5764169, -85.28059155, 959.97
0C7, 41.52197789, -89.13258344, 727.03
0C8, 41.51947506, -88.60562772, 640.09
0CA1, 34.98831052, -120.457942, 189.96
0CA3, 34.58748825, -120.0134759, 569.88
0CA4, 34.62220911, -120.0654227, 660.10
0CA5, 33.14309757, -116.7452994, 3100.07
0CA6, 32.74944451, -116.0161109, 479.99
0CA8, 33.4278097, -116.8425232, 2500.00
0CA9, 35.59496921, -120.3387652, 1140.09
0CL0, 37.11800259, -119.9132136, 500.00
0CL1, 34.56943631, -117.5555554, 3041.99
0CL3, 32.63311207, -116.8930779, 490.16
0CL6, 34.69470687, -118.2831319, 2410.10
0CL8, 35.59134588, -117.633673, 2509.84
0CO1, 40.03331803, -105.1238734, 5169.95
0CO2, 38.85193706, -106.9328208, 8979.99
0CO3, 39.88942891, -104.5449615, 5373.03
0CO5, 39.83331911, -103.5896686, 4696.85
0CO6, 38.21943361, -108.2131335, 8000.00
0CO8, 40.20831741, -105.0130351, 5009.84
0CO9, 37.6583346, -106.0339133, 7612.86
0D4, 42.35616937, -79.54893619, 654.86
0D5, 43.16673227, -76.80801228, 464.90
0D6, 40.47500275, -96.98780537, 1399.93
0D7, 40.79060856, -83.82910296, 949.15
0D8, 44.98730578, -99.95350018, 2061.02
0.00E+00, 34.98560552, -106.0094668, 6199.15
0.00E+00, 36.56502497, -103.4905082, 5630.91
0.00E+00, 35.71765848, -108.2015973, 6695.87
0.00E+00, 40.75445004, -93.24132219, 1020.01
0F2, 33.6016668, -97.77556121, 1101.05
